id,phrase,sentiment,intent,category,aspect,confidence,context_notes,beat_appreciation,gen_z_slang,toxicity,nsfw
d0d90c96-dd68-41c0-8556-901cb67d45c1,spotify wrapped,positive,praise,engagement_behavioral,general,0.75,Year-end listening stats reference,False,False,none,False
eb4e21c4-9701-4cda-b27e-025bf048dedc,this is bussin,positive,praise,praise_general,general,0.85,This is excellent,False,True,none,False
9fa7ece9-6882-4180-a067-7e24a9fa0034,sending me,positive,praise,hype_excitement,general,0.75,Making me react strongly,False,True,none,False
5c3f6970-eaa9-4833-9c5a-94fa30b03fed,I'm weak,positive,praise,hype_excitement,general,0.7,Laughing/positive reaction,False,True,none,False
c656e3fa-911e-449d-86ab-3fc45dbf46ea,I'm screaming,positive,praise,hype_excitement,general,0.75,Excited reaction,False,True,none,False
ec120378-33b0-4757-a22a-bb9ef104473e,this is iconic,positive,praise,praise_general,general,0.85,This is legendary,False,False,none,False
4c1a4346-c13e-4903-9408-646e87e2e32c,this sent me,positive,praise,hype_excitement,general,0.7,Made me react strongly,False,True,none,False
447a3a43-e81c-4608-99d6-2cf6ddf9a1cb,beat is sick,positive,praise,praise_production,beat,0.9,Beat is awesome,True,False,none,False
6a6aa911-db23-4dc4-9c53-3c63af8a63d6,beat is crazy,positive,praise,praise_production,beat,0.9,Beat is amazing,True,False,none,False
8689afd4-6d22-4338-91b6-644454cca5cf,beat is insane,positive,praise,praise_production,beat,0.9,Beat is incredible,True,False,none,False
5473beb4-3de9-49d3-b16c-684645d5e9de,drums hit different,positive,praise,praise_production,beat,0.85,Unique drum sound,True,False,none,False
be96413c-a937-4df2-968a-aed9e5c0826b,bass goes hard,positive,praise,praise_production,beat,0.85,Strong bass line,True,False,none,False
c95fd947-6467-4d90-b0bb-b303754ddf25,pure talent,positive,praise,praise_performance,artist,0.9,Exceptional natural ability,False,False,none,False
df0b97c4-b213-4fb6-be18-6e06077329dc,the talent jumped out,positive,praise,praise_performance,artist,0.9,Talent clearly displayed,False,True,none,False
026b78a8-7859-45be-b7bd-0a11dca00153,you slid,positive,praise,praise_performance,artist,0.85,You delivered well,False,True,none,False
86d37e40-cae5-4c5a-8d47-82b27be583d8,slid on this,positive,praise,praise_performance,artist,0.85,Delivered on this track,False,True,none,False
11fe5072-e664-4588-b211-e810df655eca,ate and left no crumbs,positive,praise,praise_performance,artist,0.95,Perfect performance,False,True,none,False
7905c3d2-5749-43b9-8a1d-83df01e8e986,this song is so overrated bro,negative,critique,criticism_negative,general,0.8,Song gets too much praise,False,False,none,False
4c66d561-7424-47fb-8c2d-14e750ddbbf0,flop — turn this off,negative,critique,criticism_negative,general,0.9,"Failure, stop playing",False,False,none,False
92e987fb-2321-4fc3-a3d5-5f937fefce40,numbers look cooked,negative,critique,criticism_negative,marketing,0.75,Suspicious streaming numbers,False,False,none,False
9148c400-27d7-4520-9b0d-811bfa409abc,switch up the flow,negative,critique,criticism_constructive,vocals,0.7,Suggestion for improvement,False,False,none,False
3b3b46e4-5267-4d1f-8925-adbd02bd307e,BTS photos please!,neutral,request,neutral_requests,marketing,0.8,Behind the scenes photo request,False,False,none,False
931b3598-a73b-4132-959d-0ab480ede9eb,instrumental?,neutral,info,neutral_questions,beat,0.85,Instrumental version inquiry,True,False,none,False
b93fe84a-c36c-4a3b-9718-9ccd875a064d,these lyrics!,positive,praise,praise_general,lyrics,0.8,Praise for lyrics with exclamation,False,False,none,False
9e04bebe-0818-4464-9108-d9fd50c90abc,lyrics hit different,positive,praise,praise_general,lyrics,0.85,Unique lyrical impact,False,False,none,False
98dccd74-e2a5-4e76-b475-3888875e0057,this live would go crazy,positive,anticipation,anticipation_demand,artist,0.85,Excited about live performance potential,False,False,none,False
e78f11b5-196a-4032-b152-42b187fecead,this hard as hell,positive,praise,praise_general,general,0.9,Very impressive,False,False,light,False
70c6bcfc-5d13-41c0-a1fa-d2d976424520,sick track,positive,praise,praise_general,general,0.9,Awesome song,False,False,none,False
14750260-8aff-4b7f-86f8-c415f05cfd3f,song slaps,positive,praise,praise_general,general,0.9,Song is excellent,False,False,none,False
022fb217-10ab-4fc5-be34-f8a5146b2e84,goated song,positive,praise,praise_general,general,0.95,Greatest song of all time,False,False,none,False
c49eed9c-f495-4551-8608-85a6b37eac04,goated artist,positive,praise,praise_performance,artist,0.95,Greatest artist of all time,False,False,none,False
589bf592-0401-4692-8d66-235522925224,this fye my boi,positive,praise,praise_general,general,0.8,"This is excellent, friend",False,True,none,False
b7c0184b-7441-4dd4-8b4c-7d51524150be,sheeesh,positive,praise,hype_excitement,general,0.85,Expression of amazement,False,True,none,False
189fa5c9-5453-4074-9767-7f917b6a20c1,sheesh,positive,praise,hype_excitement,general,0.8,Casual amazement,False,True,none,False
1e533d45-e345-4f64-a10e-24f18ae2ba8d,yessuh,positive,praise,hype_excitement,general,0.85,Casual affirmative excitement,False,False,none,False
e146a990-26e3-410b-89dc-cf6c514c4e9c,oh my yes,positive,praise,hype_excitement,general,0.85,Enthusiastic approval,False,False,none,False
1c831bda-22f3-40cb-89a6-60f3677943ac,bitchhh,positive,praise,hype_excitement,general,0.8,Extended excitement,False,True,light,False
e865078f-312d-450d-9eea-274ea0714e6f,queen energy,positive,praise,praise_performance,artist,0.85,"Confident, powerful performance",False,False,none,False
6a5ee55d-671f-408e-a661-3e7830d59434,slayed,positive,praise,praise_performance,artist,0.9,Performed excellently,False,True,none,False
e368518d-0f1a-4f41-ac3b-1240bfd47387,slaying,positive,praise,praise_performance,artist,0.9,Currently performing excellently,False,True,none,False
12663903-f538-4126-95fa-9493410970db,period,positive,praise,hype_excitement,general,0.75,End of discussion,False,True,none,False
84e62fea-77d8-4df7-ab0a-223fa9106b45,this goes hard,positive,praise,praise_general,general,0.9,This is impressive,False,False,none,False
d728f783-b4b4-43c3-bdfc-28970950555f,goes crazy,positive,praise,praise_general,general,0.85,Is amazing/wild,False,False,none,False
4b7022f8-6230-4436-84f2-22ef02a81af6,absolutely insane,positive,praise,praise_general,general,0.85,Completely incredible,False,False,none,False
6e4366d4-c90e-4c94-92c9-e5dbf92cc1d2,this is unmatched,positive,praise,praise_general,general,0.85,Without equal,False,False,none,False
d2538ff6-1227-4d87-8fbf-a51e1290ac89,vocals are insane,positive,praise,praise_performance,vocals,0.85,Incredible vocal performance,False,False,none,False
ca5a44a2-7628-486a-8bca-58b082792494,I'm crying,positive,praise,hype_excitement,general,0.7,Emotional positive response,False,True,none,False
893cd934-cdaf-4018-ad36-adb7188d7d22,this is a bop,positive,praise,praise_general,general,0.85,This is a great song,False,False,none,False
08739b1b-f301-4fbd-960f-8ad7ec5c3d70,certified banger,positive,praise,praise_general,general,0.9,Officially a great song,False,False,none,False
36302e8b-0e12-40c3-97f2-e3654794a2df,this hits,positive,praise,praise_general,general,0.8,This is good/impactful,False,False,none,False
12a6629d-3abf-4eaa-a11d-c7a4906881c4,straight banger,positive,praise,praise_general,general,0.9,Pure great song,False,False,none,False
a7cb3589-9ad8-40df-b4d1-984dd741d2e6,this is it,positive,praise,praise_general,general,0.8,This is the one/perfect,False,False,none,False
c7ce8004-31da-40d2-a42d-bafa982ffdc7,we need more,positive,anticipation,anticipation_demand,general,0.75,Want more content,False,False,none,False
4e602604-4b4b-4f91-864e-4f340556e712,keep them coming,positive,anticipation,anticipation_demand,general,0.75,Continue producing content,False,False,none,False
db53f15b-5557-402f-92c5-f8e63777a12a,more like this please,positive,anticipation,anticipation_demand,general,0.8,Request for similar content,False,False,none,False
464a2432-d7c2-455a-bd4f-c0b4bd281729,this energy,positive,praise,praise_performance,artist,0.75,This performance energy,False,False,none,False
