comment_id,enhanced_aggressive_compound,enhanced_comprehensive_compound,enhanced_hybrid_compound,enhanced_minimal_compound,enhanced_moderate_compound,stock_vader_compound,enhanced_aggressive_sentiment,enhanced_comprehensive_sentiment,enhanced_hybrid_sentiment,enhanced_minimal_sentiment,enhanced_moderate_sentiment,stock_vader_sentiment,comment_text,artist
UgxgI7ZEjwQx2baMSgV4AaABAg,0.8585,0.8585,0.8585,0.8585,0.8585,0.8585,positive,positive,positive,positive,positive,positive,Thank you! I sent this to all of my queer friends to remind them they are valid and cherished during these dark times!,Corook
Ugximk-8xmw6vGSHbzN4AaABAg,0.9104,0.872,0.872,0.872,0.872,-0.8126,positive,positive,positive,positive,positive,negative,🤦🏾‍♂️dis nigga too pressure🔥🔥🔥,BiC Fizzle
UgxjF_pGAtKaOQZsNsR4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,YAS BIIIIITCH!! IVE BEEN WAITING 20 YEARS FO DIS,Flyana Boss
UgxjPLN3c-HHKyRFQnZ4AaABAg,0.8689,0.8689,0.8689,0.8689,0.8689,0.8689,positive,positive,positive,positive,positive,positive,Ringtone Material 🎉🎉🎉🎉,Flyana Boss
Ugxjt59t5ORHHt_yS4B4AaABAg,0.9152,0.9152,0.9152,0.9152,0.9152,0.9152,positive,positive,positive,positive,positive,positive,This is really amazing Corook. This is important. ❤ your authenticity is much needed 🎉,Corook
UgxlovbAV1VMbIaZ0T94AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,bro hit the ice spice twerk,Flyana Boss
Ugxlsq488XXor2ot4sF4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"KEEP IT IN DRIVE, BOO!!!",Raiche
Ugxn1ftcgAWIUlznNdh4AaABAg,0.128,0.128,0.128,0.128,0.128,0.128,positive,positive,positive,positive,positive,positive,I’m still here weeks later. We need this type of R&B back. This gives me chills every time I hear it. The feeling never changes,Raiche
UgxnMOa6dqw5RSZ8t9l4AaABAg,0.7536,0.7096,0.7096,0.7096,0.7096,-0.0516,positive,positive,positive,positive,positive,negative,"Oh yeah, this is 🔥",Flyana Boss
UgxnPx8f5SVSJbaiIpF4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"Dope flow and wordplay, keep going",Flyana Boss
UgxnwtajSoL5a_SRnet4AaABAg,0.7096,0.7096,0.7096,0.7096,0.7096,0.7096,positive,positive,positive,positive,positive,positive,My dude is pretty convinced that you are spying on me with the relatability of your songs,Corook
UgxoDfm-VHkLsvdWA-h4AaABAg,0.6369,0.6369,0.6369,0.6369,0.6369,0.6369,positive,positive,positive,positive,positive,positive,I love that they all gave 1000%,Flyana Boss
UgxoIeJp4h-qFW7CMxZ4AaABAg,0.8237,0.8237,0.8237,0.8237,0.8237,0.8237,positive,positive,positive,positive,positive,positive,I’m SOOOOO FUCKIN HAPPY Y’ALL ARE BACK!!!!,Flyana Boss
UgxofOYfMhRRAOwyrph4AaABAg,0.7161,0.6633,0.6633,0.6633,0.6633,-0.4824,positive,positive,positive,positive,positive,negative,"""FIRE OBSSESION"" você me paga por me viciar nessa obra prima",Raiche
Ugxp8dzmJP2JM0g0Fzh4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Visualizer? This was a whole music video!!!,Flyana Boss
UgxpJu3867BMJAcLQUR4AaABAg,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,positive,positive,positive,positive,positive,positive,Who else here from Intuit commercial??? 🙋,Raiche
UgxpTMapOsDDqNZApQ14AaABAg,0.3612,0.3612,0.3612,0.3612,0.3612,0.3612,positive,positive,positive,positive,positive,positive,"I assumed you both were in your early 20's. I like y'all's music, BTW. I found you two bc of Kat Blaque.",Flyana Boss
Ugxp_YTI-xzv5RgSu5V4AaABAg,0.8934,0.8934,0.8934,0.8934,0.8934,0.8934,positive,positive,positive,positive,positive,positive,How precious. Bless your love.,Corook
UgxpuVI9XBkKnr9NFtR4AaABAg,0.7757,0.7757,0.7757,0.7757,0.7757,0.7757,positive,positive,positive,positive,positive,positive,This song is absolutely AMAZING!!! Had to track it down from the commercial.,Raiche
Ugxqrarg2Y6Fh7vOdG14AaABAg,0.9397,0.9397,0.9397,0.9397,0.9397,0.9397,positive,positive,positive,positive,positive,positive,Thank you for reclaiming this song. It means so much to me and was so wonderful for me to scream sing it at your concert (before I knew what happened on the internet) I hope you’re able to gain back the joy and power of it for yourself you brought others.,Corook
UgxrQP_UiE_6h9l0BoF4AaABAg,0.9544,0.9421,0.9421,0.9421,0.9421,0.9421,positive,positive,positive,positive,positive,positive,Love this! Y’all are helping change the game for black female artists for real. I like the entire vibe of your music and it’s pretty creative!!,Flyana Boss
UgxrZVQZDHsiv2KV3mp4AaABAg,0.6776,0.6776,0.6776,0.6776,0.6776,0.6776,positive,positive,positive,positive,positive,positive,Her hair is fabulous!!!!,Flyana Boss
UgxsLp2AWXPnIBvvfhp4AaABAg,-0.7351,-0.7351,-0.7351,-0.7351,-0.7351,-0.7351,negative,negative,negative,negative,negative,negative,Now I am crying my eyes out.😢,Corook
Ugxt3zTDwUTCp_qfuBN4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,10's across the board mommy 🤧❤️,COBRAH
UgxyU8D9QnMtuc5_O4Z4AaABAg,0.8655,0.8655,0.8655,0.8655,0.8655,0.8655,positive,positive,positive,positive,positive,positive,Always hits different love y'all!❤,Flyana Boss
UgxznFdky04EjwY_tzt4AaABAg,-0.7906,-0.7906,-0.7906,-0.7906,-0.7906,-0.7906,negative,negative,negative,negative,negative,negative,Report him for inciting violence. What a freak,Corook
Ugy-Xzifk9nFWvt_-6Z4AaABAg,0.3802,0.2942,-0.4753,-0.4753,-0.4753,-0.4753,positive,positive,negative,negative,negative,negative,FINALLY a song for the cunty switches 😩✨🫶🏽🩷💕🩷 obsessed!,Flyana Boss
Ugy-ad5NfbFldeWNvrB4AaABAg,0.9416,0.9416,0.9416,0.9416,0.9416,0.9416,positive,positive,positive,positive,positive,positive,Can your fans be called the cheeseballs?! I absolutely love this!! 🧡🧡,Corook
Ugy0cf3z9VFllSNQcLp4AaABAg,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,positive,positive,positive,positive,positive,positive,"I'm going to be 30 next year, and I still look like I'm 16-18. 😂",Flyana Boss
Ugy1XyQLL54EF0pGmS94AaABAg,0.8599,0.8599,0.8599,0.8599,0.8599,0.8599,positive,positive,positive,positive,positive,positive,Love her choreo! So energetic and in theme!,Flyana Boss
Ugy39co35RO8mvWJyU54AaABAg,0.5773,0.5773,0.5773,0.5773,0.5773,0.5773,positive,positive,positive,positive,positive,positive,"this is so cute, y'all. i don't care if someone says they're over it, this makes me smile.",Corook
Ugy3lQtrb9pHWz4-OO14AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"i will work on a song for BiC Fizzle one day, speaking it into existence 🙏🏼",BiC Fizzle
Ugy3tQnDUymHI7V0O3N4AaABAg,0.8346,0.7482,0.7482,0.7482,0.7482,0.7482,positive,positive,positive,positive,positive,positive,This is a whole vibe! I love them!!!,Flyana Boss
Ugy5CseDv8Dh3p5xDuR4AaABAg,0.9274,0.9274,0.9274,0.9274,0.9274,0.9274,positive,positive,positive,positive,positive,positive,"Mama, I came ❤❤❤",COBRAH
Ugy5PSGHkPSsocGDtNV4AaABAg,-0.4767,-0.4767,-0.4767,-0.4767,-0.4767,-0.4767,negative,negative,negative,negative,negative,negative,what a crossover goddamn,re6ce
Ugy6fxaleRCoqYx_v4h4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Y’all really have a lot of songs! Where is the Album!!?,Flyana Boss
Ugy6w5ZtZ5FiKW4k2754AaABAg,0.979,0.979,0.979,0.979,0.979,0.979,positive,positive,positive,positive,positive,positive,Beautiful people beautiful voices❤❤❤❤,Raiche
Ugy7XFiwHD6AFwI_Kfx4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Period another song to strut to work in my heels to,Flyana Boss
Ugy8U1mADehE3bYoQ9J4AaABAg,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,positive,positive,positive,positive,positive,positive,"I hope they make an album. That’d be cool if they made a space album⭐️ since they already have “You wish” like wishing on a star, “Bitch imma star”, and now this👽",Flyana Boss
Ugy9LG9EKrmpOolCsRB4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,dont get caught prego,Flyana Boss
UgyA9anNfJDcIJapBmB4AaABAg,0.9712,0.9594,0.9594,0.9594,0.9594,0.9594,positive,positive,positive,positive,positive,positive,"I love seeing these two legends dance together. They’re both so skilled it’s mind-blowing, for one thing. When they’re together like this, it’s easier to see the subtle differences in their styles, which I absolutely love.
Bonus Points for Kirsten being a Kiwi!",Flyana Boss
UgyArUcdboQe3z0r42F4AaABAg,0.5574,0.5574,0.5574,0.0,0.5574,-0.1027,positive,positive,positive,neutral,positive,negative,This goes hard,Flyana Boss
UgyB2z8MBoejgzcvyfJ4AaABAg,0.8934,0.8934,0.8934,0.8934,0.8934,0.8934,positive,positive,positive,positive,positive,positive,wish success on everybody reading this 💞🤞🏽,BiC Fizzle
UgyDJoJQ2K6RVARDRhl4AaABAg,0.8364,0.8364,0.8364,0.5826,0.8364,0.5826,positive,positive,positive,positive,positive,positive,A BOP!!! That early 90s throwback beat. A good summer jam.,Flyana Boss
UgyFAI6HQ4F2GRKbuld4AaABAg,0.8243,0.7964,0.7964,0.5719,0.7964,-0.34,positive,positive,positive,positive,positive,negative,Another bop. 🔥,Flyana Boss
UgyFX0G8h5h4ouNXBsJ4AaABAg,0.6369,0.6369,0.6369,0.6369,0.6369,0.6369,positive,positive,positive,positive,positive,positive,"""Call me Ms. Claus when I back that ass up"" 💃🏾

Ima be blasting this when I put my tree up this weekend 😂😂😂",Flyana Boss
UgyGIFK-xDrHLqUPNH94AaABAg,0.1027,0.1027,-0.2732,-0.2732,-0.2732,-0.2732,positive,positive,negative,negative,negative,negative,Mother has been serving us this summer 😩,COBRAH
UgyHB1fmX9agRQBRyNF4AaABAg,0.9537,0.9537,0.9298,0.9298,0.9298,0.9298,positive,positive,positive,positive,positive,positive,"I just want to you to know I’ve had all your stuff on repeat all day. I support you so much you’re so creative, fresh, and unique. Keep being amazingly you 💜",Corook
UgyHSg0WNnH5R_4ANJ14AaABAg,0.9713,0.9713,0.9713,0.9713,0.9713,0.9713,positive,positive,positive,positive,positive,positive,That is so good love ur songs btw and ur videos keep doing ur thing❤❤❤,Corook
UgyIEWSsUrrq5reg1x14AaABAg,0.9556,0.9556,0.9556,0.9556,0.9556,0.9556,positive,positive,positive,positive,positive,positive,"So well deserved!!!!👍🏽💜🎉 Now, they need to get you on there and sing it live!🎉🎶🐠 Come on, Good Morning America! 😀👍🏽",Corook
UgyJQKJwWW_-O7cAwDx4AaABAg,0.7283,0.6784,0.6784,0.6784,0.6784,-0.5067,positive,positive,positive,positive,positive,negative,"Here b4 a million views!!
Can’t wait to link up with you again 🔥🎥🎵 I’ll gladly shoot your video!",Raiche
UgyL4hQCa08Q0J7INhZ4AaABAg,0.5106,0.5106,0.5106,0.5106,0.5106,0.5106,positive,positive,positive,positive,positive,positive,Free Palestine 👁️🫦👁️,re6ce
UgyMKR6dhwgpDMh7zbV4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,The editor needs an Oscar,Flyana Boss
UgyMdMpZZQqHrqar9714AaABAg,0.2023,0.2023,0.2023,0.2023,0.2023,0.2023,positive,positive,positive,positive,positive,positive,This nigga dope gucci need to push this man to the top,BiC Fizzle
UgyNoSq5edsEQRKEG3N4AaABAg,0.8011,0.8168,0.8168,0.8168,0.8168,0.8168,positive,positive,positive,positive,positive,positive,I KNEW one was going to be kali! I could just feel it in my soul! And here we are. Another masterpiece later lol,Flyana Boss
UgyODgh7KOnoMT8isa14AaABAg,-0.6886,-0.6886,-0.6886,-0.6886,-0.6886,-0.6886,negative,negative,negative,negative,negative,negative,"“I want a black man who dont cheat, help with my groceries, i dont got a type and dont got time for dudes who do”

FACTS GIRLLL 😭

Edit: nvm i found out im lesbian ☠️☠️😭",Flyana Boss
UgyRuw2ATh4QXpyb93R4AaABAg,0.7041,0.6486,0.6486,0.6486,0.6486,0.1531,positive,positive,positive,positive,positive,positive,such a relatable song and such a banger im gonna replay this more than a hundred times to forget about my life. thank you for consistently making bangers dog,re6ce
UgySz5FqUFXtkv0iWYp4AaABAg,0.93,0.93,0.8834,0.8834,0.8834,0.8834,positive,positive,positive,positive,positive,positive,this song is on my playlist on repeat nonstop and congrats on your pregnancy 🎉❤,Flyana Boss
UgyVrs9z8Wj0GzzaCJR4AaABAg,0.8856,0.8856,0.8856,0.8856,0.8856,0.8856,positive,positive,positive,positive,positive,positive,❤ good to see you again!! 🎉 I'm always looking for your music,Flyana Boss
UgyWmqqH-2N2IpAnXr54AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,i’ve listened to this at least a couple hundred thousand times,re6ce
UgyX8wBdp2FRKjlG91Z4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Cobrah’s trademark: unknown liquid,COBRAH
UgyXo1VGy3jZ_bXhipZ4AaABAg,-0.128,-0.128,-0.128,-0.128,-0.128,-0.128,negative,negative,negative,negative,negative,negative,👇 Who miss Big Scarr? 😭🤚,BiC Fizzle
UgyZ2LqNDzwTDnFs0dx4AaABAg,0.5688,0.5688,0.5688,0.5688,0.5688,0.5688,positive,positive,positive,positive,positive,positive,This is so aesthetically pleasing,Flyana Boss
Ugy_Y0k8BPts5sfFoWp4AaABAg,0.6908,0.6705,0.6705,0.6705,0.6705,0.6705,positive,positive,positive,positive,positive,positive,The amount of talent y’all have and the artistic minds you have u will definitely be far,Flyana Boss
Ugyaz2B77607FcefiO94AaABAg,0.6497,0.6497,0.6497,0.6497,0.6497,0.8406,positive,positive,positive,positive,positive,positive,"You guys look like high schoolers, but I think it’s mid 20s bc y’all give off that kind of confidence and comfort with yourselves that teenagers don’t really have",Flyana Boss
Ugyb4BKzEfWORPMsEsp4AaABAg,0.8016,0.8016,0.8016,0.8016,0.8016,0.8016,positive,positive,positive,positive,positive,positive,As an avid Sims player this is definitely my favorite of your songs!,Corook
UgycjR3gSRg6x3LVAn54AaABAg,0.6369,0.6369,0.6369,0.6369,0.6369,0.6369,positive,positive,positive,positive,positive,positive,"I love your music, it just speaks to me",Corook
Ugyegm1VjH3fdaokvYV4AaABAg,0.9151,0.9151,0.9151,0.9151,0.9151,0.9151,positive,positive,positive,positive,positive,positive,"""You gonna see these"" Ma'am, you are getting ready to POP. You better go sit down and put your feet up! 😂 (❤)",Flyana Boss
Ugyf52nm7cA6AjcmsZd4AaABAg,0.0772,0.0772,0.0772,0.0772,0.0772,0.0772,positive,positive,positive,positive,positive,positive,"Do we have an album?  Because you're the voice i want to wake up to, Brush my teeth to, wash my face to, fantasize to,  go to sleep to",Corook
UgyiQbqqCYRQ4tssTjx4AaABAg,0.8126,0.8126,0.8126,0.8126,0.8126,0.8126,positive,positive,positive,positive,positive,positive,Praying for a safe delivery for mom and baby 🙏🏾. I have missed these young ladies. Love how they move to their own beat and not the industry 💯.,Flyana Boss
UgyiU7oNtEhNLVvBYNF4AaABAg,-0.5983,-0.5983,0.0,-0.5983,-0.5983,-0.5983,negative,negative,neutral,negative,negative,negative,"Mom getting itttttt

Hellcyes. Run that shit, Queens!",Flyana Boss
UgyibHMp4xCSsyxUfhl4AaABAg,0.5994,0.5994,0.5994,0.5994,0.5994,0.5994,positive,positive,positive,positive,positive,positive,Congratulations to your pregnancy,Flyana Boss
UgyjAQ7Dnot940miKBp4AaABAg,0.4724,0.4724,0.4724,0.4724,0.4724,0.4724,positive,positive,positive,positive,positive,positive,Aww yeah!! Did you know that this track was added to the editorial playlist 'New Music Friday UK' with over 869K Followers on Spotify!,re6ce
Ugyk5EIK-q-Q8r9ahGp4AaABAg,0.871,0.871,0.871,0.871,0.871,0.871,positive,positive,positive,positive,positive,positive,Me and my 7 year old daughter love your music!! Keep being your weird self!! All the best people are! ❤️,Corook
UgylN0_8SM85n4ZMLeZ4AaABAg,0.9067,0.9067,0.9067,0.9067,0.9067,0.9067,positive,positive,positive,positive,positive,positive,you are such an innovative artist/team. You really commit to this Cobrah vision I LOVE it,COBRAH
Ugym-47nADLX3PHwI0V4AaABAg,0.8063,0.7351,0.7351,0.7351,0.7351,-0.7184,positive,positive,positive,positive,positive,negative,"Aye how can I say this…..it’s fire, the beat,y’all flow, it’s all fire. Don’t stop",Flyana Boss
UgymcUc3TcY21Xrk2Qx4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,👽  👾 👽,Flyana Boss
UgynK7jxWXebttxZ50F4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Man... The things you pull out of the water when you're fishing!,COBRAH
UgynX1uAylGGXGmlZkR4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"FINALMENTE GENTEEEEE NÃO AGUENTAVA MAIS VER SÓ OS REELS DO INSTAGRAM YEEEEEEEESSSSS OLHA COMO COMEÇA, HIT HIT HIT",Flyana Boss
UgyoxGSzJhZAa8bCTV14AaABAg,0.9145,0.9145,0.9377,0.9145,0.9145,0.9145,positive,positive,positive,positive,positive,positive,"Fucking gorgeous ❤
(I have officially liked all videos, and damn near commented on all 😂)",Flyana Boss
Ugypbl118Oq9SBnaJmB4AaABAg,-0.4019,-0.4019,0.0,-0.4019,-0.4019,-0.4019,negative,negative,neutral,negative,negative,negative,Every damn song is catchy AF,Flyana Boss
Ugypk1tE5fwemBzDUqp4AaABAg,0.7896,0.7685,0.7685,0.7685,0.7685,0.7685,positive,positive,positive,positive,positive,positive,I’m a 47 year old rapper diagnosed with Kallmann syndrome and BiC Fizzle entirely shifted my views of new gen rap. Nothing but a masterpiece. I pray one day my music can touch masses like BiC Fizzle. He is my biggest inspiration!,BiC Fizzle
UgyqR4w_6fvyBxAXhc94AaABAg,0.6915,0.6915,0.6915,0.6915,0.6915,0.6915,positive,positive,positive,positive,positive,positive,"Riovas is the type to put 100% in his own songs but 1000% in other people's songs, his part is so fucking good.",re6ce
UgytJMnfHLEcXraNImB4AaABAg,0.7892,0.7892,0.7892,0.7892,0.7892,0.7892,positive,positive,positive,positive,positive,positive,Begging for a Spotify version of this 😩♥️ absolutely lovely,Corook
UgyuxKR6uE-N9Rk2Zg94AaABAg,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,positive,positive,positive,positive,positive,positive,Re6ce congrats on 1mil on spotify,re6ce
Ugyv9zm59eoOF6QPM654AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Instant load!,COBRAH
UgyzShP1e_QMqrR5P1B4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,genuinely the most unexplainably addicting song i've ever heard,re6ce
Ugz074yqa8UznJHVryh4AaABAg,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,positive,positive,positive,positive,positive,positive,"Ramadan OMG she Say
Dont eat like it s Ramadan
Thanks am an arabe Muslim  and am a fan for this band",Flyana Boss
Ugz29V1Vi0hCwZp4Qsd4AaABAg,0.8388,0.8388,0.8388,0.8388,0.8388,0.8388,positive,positive,positive,positive,positive,positive,They're blazing their own path but have so much wisdom from past generations. They do their homework. Please ladies don't let nothing divide yall. Just keep learning and putting out content. Album soon?,Flyana Boss
Ugz2H4toQ5OU9q0G7Xl4AaABAg,0.9644,0.9514,0.9514,0.9514,0.9514,-0.8679,positive,positive,positive,positive,positive,negative,Blytheville Is UP🔥🔥🔥🔥💪🏿💪🏿💪🏿💪🏿!!!!,BiC Fizzle
Ugz39WL2ox6NFcFTD3l4AaABAg,0.9035,0.9035,0.9035,0.9035,0.9035,0.9035,positive,positive,positive,positive,positive,positive,"This is like a remastered version of my childhood, I love these girls so much ❤",Flyana Boss
Ugz3Syj4Mc0Oj0Ha9cB4AaABAg,0.4912,0.4912,0.4912,0.4912,0.4912,0.4912,positive,positive,positive,positive,positive,positive,"THAT,is music !
Enchanted to meet you,your voice and singing style...
You are DANGEROUS,lady !",Raiche
Ugz4V_0N9fhIQawFP3F4AaABAg,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,neutral,neutral,neutral,neutral,neutral,neutral,Thor god of hunger,Corook
Ugz4i4E8X44jTa22iWZ4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"""Jingle them balls""💀",Flyana Boss
Ugz67ugfSCyHq02GsTR4AaABAg,0.68,0.68,0.68,0.68,0.68,0.68,positive,positive,positive,positive,positive,positive,Okaaayyyy big chops! 😍🪮⭐✨ TWIN WHERE HAVE YOU BEEN? 🎶,Flyana Boss
Ugz6CKcopda21lEBiEd4AaABAg,0.5399,0.5399,0.5399,0.5399,0.5399,0.5399,positive,positive,positive,positive,positive,positive,Y'all are killin the game! Keep posting! <3,Flyana Boss
Ugz6smJ-QWSgsrIEJBR4AaABAg,0.9284,0.9284,0.9284,0.9284,0.9284,0.9284,positive,positive,positive,positive,positive,positive,"Their voices really go together so well and I love how they look so genuinely full of joy to be living their dreams, it’s infectious.",Flyana Boss
Ugz9Lzyvk85LhTMJRPt4AaABAg,0.6096,0.6096,0.6096,0.6096,0.6096,0.6096,positive,positive,positive,positive,positive,positive,"3 songs in less than 4 months, i'm so f*cking happy",COBRAH
UgzAAopYF_PVeIHIe514AaABAg,0.34,0.34,0.34,0.34,0.34,0.34,positive,positive,positive,positive,positive,positive,giving birth (to a new hit),COBRAH
UgzAF_2bhs_NbtixY6Z4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,I need this on my Gay Jams playlist now,Corook
UgzA_3ga5V-Mq-E7QgJ4AaABAg,-0.4724,-0.4724,-0.4724,-0.4724,-0.4724,-0.4724,negative,negative,negative,negative,negative,negative,"My only complaint about their music is, unlike mister sweatpants, it's not LONG ENOUGH!!!",Flyana Boss
UgzBOFs0qhq6RVWThFh4AaABAg,0.8655,0.8655,0.8655,0.8655,0.8655,0.8655,positive,positive,positive,positive,positive,positive,"B*tch you thought you knew me,but I'm the brand new one!💪🏿💪🏿💪🏿💙🧡",Flyana Boss
UgzBRBwWQiVvoTqyTAB4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,"My brain instantly went ""I don't fck with snake, na na na""",Corook
UgzBfQEdzmXh8KvDZL94AaABAg,0.6767,0.6767,0.6767,0.6767,0.6767,0.6767,positive,positive,positive,positive,positive,positive,Dude love this. Where can I listen to the full song??,Corook
UgzBpp625wEEoFVUNvR4AaABAg,0.7502,0.7502,0.7502,0.7502,0.7502,0.7502,positive,positive,positive,positive,positive,positive,You are literally so gorgeous ahhhhh,Flyana Boss
UgzCZheqaRZUR9xRS_d4AaABAg,0.2732,0.2732,0.2732,0.2732,0.2732,0.2732,positive,positive,positive,positive,positive,positive,This song goes well with the movie and the character of madam cj walker. ❤️❤️❤️❤️,Raiche
UgzE04lfAfpo553CTiJ4AaABAg,0.4588,0.4588,0.4588,0.4588,0.4588,0.4588,positive,positive,positive,positive,positive,positive,You’ve quickly become one of my favorite people on earth,Corook
UgzEhvraht3-wRR6k114AaABAg,0.9726,0.9612,0.9612,0.9612,0.9612,-0.875,positive,positive,positive,positive,positive,negative,SHIIIIIIIIIIII- 🔥🔥🔥🔥🔥,Raiche
UgzFHxWALMAaoymzxcR4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Wait this is so underrated 🫶💃💅,Flyana Boss
UgzGE8Y7X7qsGQe419p4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Here before he blows up 💯,re6ce
UgzHsY84fg2NpuE05Qx4AaABAg,0.7297,0.7297,0.7297,0.7297,0.7297,0.7297,positive,positive,positive,positive,positive,positive,Y’all are gonna eat the rap game up go offf sis 👌🏽,Flyana Boss
UgzIR7vP-0uN02-SyqR4AaABAg,-0.6908,-0.6908,-0.6908,-0.6908,-0.6908,-0.6908,negative,negative,negative,negative,negative,negative,BigX would kill this beat,BiC Fizzle
UgzJ_Zndj9DfiqNgy6p4AaABAg,0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,positive,positive,positive,positive,positive,positive,So sorry. I will never EVER understand the simpleton mindset of laughing at or hating something you don't understand. It's ignorance at it's finest.,Corook
UgzJp4Y2lQsWWV2vGv14AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Brotha! As a community we need this dropped ASAP,BiC Fizzle
UgzLXemIxzo5QjVYjQ14AaABAg,-0.1531,-0.1531,-0.1531,-0.1531,-0.1531,-0.1531,negative,negative,negative,negative,negative,negative,The transition from her ears to the plane 😫✨,Flyana Boss
UgzL_UMcfYu-dwfCgTt4AaABAg,0.929,0.9022,0.9022,0.9022,0.9022,-0.7351,positive,positive,positive,positive,positive,negative,"The song, the camera work…🔥🔥🔥",Flyana Boss
UgzMVOLwoxBhf6rvZhh4AaABAg,0.9388,0.9257,0.9257,0.9257,0.9257,0.3129,positive,positive,positive,positive,positive,positive,Girl your dance is fire!!! 🔥❤,Flyana Boss
UgzNthhK9ZxzWjlE8ql4AaABAg,0.5859,0.6249,0.6249,0.6249,0.6249,0.6249,positive,positive,positive,positive,positive,positive,MOTHA HAS UPLOADED A MASTERPIECE,COBRAH
UgzO9Ns_FCsHr_sxquN4AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,Produced by Me🏆,BiC Fizzle
UgzOSi_iXqmBqPs6AxV4AaABAg,0.7896,0.7685,0.7685,0.7685,0.7685,0.7685,positive,positive,positive,positive,positive,positive,I’m a 47 year old rapper diagnosed with Kallmann syndrome and BiC Fizzle entirely shifted my views of new gen rap. Nothing but a masterpiece. I pray one day my music could touch masses like BiC Fizzle. He’s my biggest inspiration!,BiC Fizzle
UgzPzaBLAm3eUVZyeaN4AaABAg,0.4019,0.4019,0.4019,0.4019,0.4019,0.4019,positive,positive,positive,positive,positive,positive,Y'all two are the next big thing 🎉,Flyana Boss
UgzQqWVlTonihtGqoh94AaABAg,0.7845,0.7845,0.7845,0.7845,0.7845,0.7845,positive,positive,positive,positive,positive,positive,Protect these young ladies at all costs 🥹💕,Flyana Boss
UgzQyYL5XPsBnjxbkuZ4AaABAg,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,positive,positive,positive,positive,positive,positive,This song is helping me right now. It's comforting to know you're not alone in how you're feeling.,Corook
UgzRXQdgx4bb59hcUGJ4AaABAg,0.7814,0.7331,0.7331,0.7331,0.7331,-0.2382,positive,positive,positive,positive,positive,negative,I was fine before this song dropped. This fire,Raiche
UgzT-f5r0XHGC2IkTB54AaABAg,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral,neutral,neutral,neutral,4+4==== ATEEEE,Flyana Boss
